,name,address,city,state,zipcode,phone,website,
2760,Asian Fusion on Stone,11 Stone St,New York ,NY,10004,(219) 322-0501,http://www.asianfusiononstone.com,
2761,Adrienne's Pizza Bar,54 Stone St,New York ,NY,10004,(212) 248-3838,http://www.adriennespizzabar.com,
2762,Ancora Restaurant,8 Stone St,New York ,NY,10004,(212) 480-3880,http://www.ristoranteantica.com,
2763,Stone Street Tavern,52 Stone St,New York ,NY,10004,(212) 785-5658,http://www.stonestreettavernnyc.com,
2764,Nebraska Steakhouse,15 Stone St,New York ,NY,10004,(212) 952-0620,http://www.nebraskasteakhousenyc.com/contact---reserve.html,
2765,Becketts,81 Pearl St Frnt A,New York ,NY,10004,(212) 269-1001,http://www.beckettsnyc.com,
2766,Brouwer's of Stone Street,45 Stone St,New York ,NY,10004,(212) 785-5400,,
2767,Pranzo,34 Water St,New York ,NY,10004,(212) 344-8068,http://www.pranzodowntownnyc.com,
2768,India House,1 Hanover Sq,New York ,NY,10004,(212) 269-2323,http://www.indiahouseclub.org,
2769,New Golden Chopsticks,77 Pearl St,New York ,NY,10004,(212) 825-0314,,
2770,Nagoya Japanese Restaurant,60 Beaver St,New York ,NY,10004,(212) 785-6688,,
2771,Amazing Thailand Restaurant,11 Stone St,New York ,NY,10004,(212) 742-0088,,
2772,Kyoto Of Japan,76 Pearl St # B,New York ,NY,10004,(212) 363-1668,http://nusushinyc.com,
2773,Ranch 1,62 Pearl St,New York ,NY,10004,(908) 282-4806,,
2774,Pizza Plus,4 South St Frnt 4,New York ,NY,10004,(212) 943-1800,http://www.pizzaplusinc.com,
2775,Sunny's Restaurant,25 Bridge St,New York ,NY,10004,(718) 729-5428,http://www.sunnypalace.com,
2776,Cafe Groppi,32 Water St,New York ,NY,10004,(212) 785-4321,,
2777,Stix,36 Water St,New York ,NY,10004,(212) 344-6666,,
2778,Baluchis Masala,60 Pearl St,New York ,NY,10004,(212) 742-2222,http://www.baluchismasala.com,
2779,American Masala,60 Pearl St,New York ,NY,10004,(212) 742-2222,,
2780,Obao Water St,38 Water St,New York ,NY,10004,(212) 361-6311,http://www.rockrose.com/residential/property/200-water-street,
2781,Sydney's Australian Barbeque,17 Battery Pl,New York ,NY,10004,(212) 425-5600,,
2782,17 Battery Park Cafe,17 Battery Pl # 1,New York ,NY,10004,(212) 509-6850,http://www.cucinaliberta.com,
2783,Guac Star,66 Pearl St,New York ,NY,10004,(212) 425-7171,,
2784,Imperial China,90 Broad St,New York ,NY,10004,(212) 747-9099,http://chinachaletnyc.com,
2785,N Y Svc Ctr For Chinese Study,90 Broad St # 701,New York ,NY,10004,(212) 835-5520,,
2786,Arturo's Ristorante Italiano,24604 Jericho Tpke,Floral Park ,NY,11001,(516) 331-5449,http://arturorestaurant.com/,
2787,Sahara Restaurant,2337 Coney Island Ave,Brooklyn ,NY,11223,(718) 717-8561,http://www.saharanewyork.com,
2788,Dino & Harry's Steakhouse,,,,,(201) 659-6202,http://www.dinoandharrys.com/home.php,
2789,Jackson Hole,232 E 64th St,New York ,NY,10065,(212) 433-2591,http://www.jacksonholecatering.org,
2790,Mr. K's,570 Lexington Ave,New York ,NY,10022,(212) 583-1668,http://mrksny-hub.com,
2791,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
2792,Talia's Steakhouse - Kosher Restaurant,668 Amsterdam Ave,New York ,NY,10025,(212) 580-3770,http://www.taliassteakhouse.com,
2793,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
2794,King 's Pizzeria & Restaurant,2212 Victory Blvd,Staten Island ,NY,10314,(347) 625-1017,http://www.kingspizzasi.com,
2795,Seven's Turkish Grill,158 W 72nd St,New York ,NY,10023,(212) 724-4700,http://www.seventurkishgrill.com,
2798,8th Wonder Juice Bar,370 2nd Ave,New York ,NY,10010,(646) 861-3929,http://www.8thwonderjuice.com/,
2799,Latens Restaurant,11908 Merrick Blvd,Jamaica ,NY,11434,(718) 527-0339,http://www.latensplace.com,
2800,Washington Square Hotel,103 Waverly Pl,New York ,NY,10011,(646) 233-2701,,
2801,Cassidy's Irish Pub & Restaurant,65 W 55th St,New York ,NY,10019,(201) 977-1797,http://cassidyspubnyc.com,
2802,Paddy McGuire's,237 3rd Ave,New York ,NY,10003,(347) 394-3939,http://paddymaguiresnyc.com,
2803,Barbounia,250 Park Ave S,New York ,NY,10003,(347) 223-5268,http://barbounia.com,
2804,Blaggards Pub & Restaurant,8 W 38th St,New York ,NY,10018,(718) 619-4991,,
2805,Bukhara Grill (Indian Spice Rave),217 E 49th St Between 2nd & 3rd Ave,New York ,NY,10017,(646) 833-0580,,
2806,Calico Jack's Cantina,800 2nd Ave Ste B,New York ,NY,10017,(888) 554-8352,http://calicojacksnyc.com,
2807,Horus Cafe & Kebab House,93 Avenue B,New York ,NY,10009,(347) 281-6930,http://www.horuscafe.com,
2808,L'Ecole Restaurant of the International Culinary Center,462 Broadway,New York ,NY,10013,(718) 285-8105,http://lecolenyc.com,
2809,Las Ramblas,170 W 4th St,New York ,NY,10014,(646) 233-2742,http://lasramblasnyc.com,
2810,Metro Diner,2641 Broadway Ste 1,New York ,NY,10025,(201) 282-5769,,
2811,Nizza,630 9th Ave,New York ,NY,10036,(347) 537-3491,http://nizzanyc.com,
2812,Pizza Suprema,413 8th Ave,New York ,NY,10001,(914) 401-4554,http://www.nypizzasuprema.com,
2813,Todaro Bros.,555 2nd Ave,New York ,NY,10016,(212) 532-0633,http://www.todarobros.com,
2814,Trelawni Place Seafood Bar,1440 Utica Ave,Brooklyn ,NY,11203,(347) 779-2091,http://www.trelawniplace.com/,
2815,Dempsey's Pub,61 2nd Ave,New York ,NY,10003,(347) 973-3110,http://dempseysnyc.com,
2816,Pita Grill,69 New St,New York ,NY,10004,(212) 363-2333,,
2817,Harry's Cafe & Steak,1 Hanover Sq,New York ,NY,10004,(212) 785-9200,http://www.harrysnyc.com,
2818,Battery Gardens,17 State St,New York ,NY,10004,(212) 809-5508,http://www.batterygardens.com,
2819,Terras Fish & Chips,77 Pearl St,New York ,NY,10004,(212) 809-4604,http://www.terracefishchips.com,
2820,Asian Fusion on Stone,11 Stone St,New York ,NY,10004,(219) 322-0501,http://www.asianfusiononstone.com,
2821,Adrienne's Pizza Bar,54 Stone St,New York ,NY,10004,(212) 248-3838,http://www.adriennespizzabar.com,
2822,Ancora Restaurant,8 Stone St,New York ,NY,10004,(212) 480-3880,http://www.ristoranteantica.com,
2823,Stone Street Tavern,52 Stone St,New York ,NY,10004,(212) 785-5658,http://www.stonestreettavernnyc.com,
2824,Nebraska Steakhouse,15 Stone St,New York ,NY,10004,(212) 952-0620,http://www.nebraskasteakhousenyc.com/contact---reserve.html,
2825,Becketts,81 Pearl St Frnt A,New York ,NY,10004,(212) 269-1001,http://www.beckettsnyc.com,
2826,Brouwer's of Stone Street,45 Stone St,New York ,NY,10004,(212) 785-5400,,
2827,Pranzo,34 Water St,New York ,NY,10004,(212) 344-8068,http://www.pranzodowntownnyc.com,
2828,India House,1 Hanover Sq,New York ,NY,10004,(212) 269-2323,http://www.indiahouseclub.org,
2829,New Golden Chopsticks,77 Pearl St,New York ,NY,10004,(212) 825-0314,,
2830,Nagoya Japanese Restaurant,60 Beaver St,New York ,NY,10004,(212) 785-6688,,
2831,Amazing Thailand Restaurant,11 Stone St,New York ,NY,10004,(212) 742-0088,,
2832,Kyoto Of Japan,76 Pearl St # B,New York ,NY,10004,(212) 363-1668,http://nusushinyc.com,
2833,Ranch 1,62 Pearl St,New York ,NY,10004,(908) 282-4806,,
2834,Pizza Plus,4 South St Frnt 4,New York ,NY,10004,(212) 943-1800,http://www.pizzaplusinc.com,
2835,Sunny's Restaurant,25 Bridge St,New York ,NY,10004,(718) 729-5428,http://www.sunnypalace.com,
2836,Cafe Groppi,32 Water St,New York ,NY,10004,(212) 785-4321,,
2837,Stix,36 Water St,New York ,NY,10004,(212) 344-6666,,
2838,Baluchis Masala,60 Pearl St,New York ,NY,10004,(212) 742-2222,http://www.baluchismasala.com,
2839,American Masala,60 Pearl St,New York ,NY,10004,(212) 742-2222,,
2840,Obao Water St,38 Water St,New York ,NY,10004,(212) 361-6311,http://www.rockrose.com/residential/property/200-water-street,
2841,Sydney's Australian Barbeque,17 Battery Pl,New York ,NY,10004,(212) 425-5600,,
2842,17 Battery Park Cafe,17 Battery Pl # 1,New York ,NY,10004,(212) 509-6850,http://www.cucinaliberta.com,
2843,Guac Star,66 Pearl St,New York ,NY,10004,(212) 425-7171,,
2844,Imperial China,90 Broad St,New York ,NY,10004,(212) 747-9099,http://chinachaletnyc.com,
2845,N Y Svc Ctr For Chinese Study,90 Broad St # 701,New York ,NY,10004,(212) 835-5520,,
2846,Arturo's Ristorante Italiano,24604 Jericho Tpke,Floral Park ,NY,11001,(516) 331-5449,http://arturorestaurant.com/,
2847,Sahara Restaurant,2337 Coney Island Ave,Brooklyn ,NY,11223,(718) 717-8561,http://www.saharanewyork.com,
2848,Dino & Harry's Steakhouse,,,,,(201) 659-6202,http://www.dinoandharrys.com/home.php,
2849,Jackson Hole,232 E 64th St,New York ,NY,10065,(212) 433-2591,http://www.jacksonholecatering.org,
2850,Mr. K's,570 Lexington Ave,New York ,NY,10022,(212) 583-1668,http://mrksny-hub.com,
2851,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
2852,Talia's Steakhouse - Kosher Restaurant,668 Amsterdam Ave,New York ,NY,10025,(212) 580-3770,http://www.taliassteakhouse.com,
2853,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
2854,King 's Pizzeria & Restaurant,2212 Victory Blvd,Staten Island ,NY,10314,(347) 625-1017,http://www.kingspizzasi.com,
2855,Seven's Turkish Grill,158 W 72nd St,New York ,NY,10023,(212) 724-4700,http://www.seventurkishgrill.com,
2858,8th Wonder Juice Bar,370 2nd Ave,New York ,NY,10010,(646) 861-3929,http://www.8thwonderjuice.com/,
2859,Latens Restaurant,11908 Merrick Blvd,Jamaica ,NY,11434,(718) 527-0339,http://www.latensplace.com,
2860,Washington Square Hotel,103 Waverly Pl,New York ,NY,10011,(646) 233-2701,,
2861,Cassidy's Irish Pub & Restaurant,65 W 55th St,New York ,NY,10019,(201) 977-1797,http://cassidyspubnyc.com,
2862,Paddy McGuire's,237 3rd Ave,New York ,NY,10003,(347) 394-3939,http://paddymaguiresnyc.com,
2863,Barbounia,250 Park Ave S,New York ,NY,10003,(347) 223-5268,http://barbounia.com,
2864,Blaggards Pub & Restaurant,8 W 38th St,New York ,NY,10018,(718) 619-4991,,
2865,Bukhara Grill (Indian Spice Rave),217 E 49th St Between 2nd & 3rd Ave,New York ,NY,10017,(646) 833-0580,,
2866,Calico Jack's Cantina,800 2nd Ave Ste B,New York ,NY,10017,(888) 554-8352,http://calicojacksnyc.com,
2867,Horus Cafe & Kebab House,93 Avenue B,New York ,NY,10009,(347) 281-6930,http://www.horuscafe.com,
2868,L'Ecole Restaurant of the International Culinary Center,462 Broadway,New York ,NY,10013,(718) 285-8105,http://lecolenyc.com,
2869,Las Ramblas,170 W 4th St,New York ,NY,10014,(646) 233-2742,http://lasramblasnyc.com,
2870,Metro Diner,2641 Broadway Ste 1,New York ,NY,10025,(201) 282-5769,,
2871,Nizza,630 9th Ave,New York ,NY,10036,(347) 537-3491,http://nizzanyc.com,
2872,Pizza Suprema,413 8th Ave,New York ,NY,10001,(914) 401-4554,http://www.nypizzasuprema.com,
2873,88 Palace Restaurant,88 Broad St,New York ,NY,10004,(212) 941-8886,http://electricdaisycarnival.com/NewYork,
2874,China Chalet,90 Broad St,New York ,NY,10004,(212) 747-9099,http://www.chinachaletnj.com,
2875,Nu-Sushi,76 Pearl St,New York ,NY,10004,(212) 363-1668,,
2876,Pizza Pizza,77 Pearl St,New York ,NY,10004,(212) 797-9692,http://justinospizza.com,
2877,Route 66 Smokehouse,79 Pearl St,New York ,NY,10004,(212) 943-1602,http://www.route66smokehouse.com,
2878,Justino's Pizzeria,77 Pearl St,New York ,NY,10004,(212) 797-9292,,
2879,Cafe 11,11 Broadway,New York ,NY,10004,(212) 425-2233,http://www.cafe11nyc.com,
2880,Ward III,11 Broadway # 1138,New York ,NY,10004,(212) 240-9194,,
2881,Yip Yick Ming Inc,18 Beaver St,New York ,NY,10004,(212) 480-9010,,
2882,Georgio's Pizzeria,20 Beaver St,New York ,NY,10004,(212) 361-6160,,
2883,Underground Pizza,3 Hanover Sq,New York ,NY,10004,(212) 425-4442,http://pizzapizza.ca,
2884,El Toro Mexican Grill,69 New St,New York ,NY,10004,(212) 363-3900,http://www.eltoronyc.com,
2885,Bento Sushi,32 Broadway,New York ,NY,10004,(212) 747-0994,http://www.bentosushi.com,
2886,Wall Street Chinese,32 Broadway Ste 1812,New York ,NY,10004,(212) 785-3088,http://www.wallstreetchinese.net,
2887,Taste Of Tokyo,60 Beaver St,New York ,NY,10004,(212) 809-4711,http://tasteoftokyonewyork.net,
2888,Caruso's Italian Restaurant,42 Broadway,New York ,NY,10004,(212) 785-7747,http://www.carusosrestaurant.com,
2889,Keddy's Restaurant,15 Bridge St,New York ,NY,10004,(315) 493-0081,,
2890,Cosi,55 Broad St,New York ,NY,10004,(212) 344-5000,http://www.getcosi.com,
2891,Joseph's Restaurant,3 Hanover Sq,New York ,NY,10004,(212) 747-1300,http://www.josephsdowntown.com,
2892,Grotto's,69 New St,New York ,NY,10004,(212) 809-6990,http://www.thegrottonyc.com,
2893,The Dubliner,45 Stone St,New York ,NY,10004,(212) 785-5400,http://dublinernyc.com,
2894,Rockwell's Restaurant,105 Broad St,New York ,NY,10004,(212) 363-3030,,
2895,Yip's Restaurant,18 Beaver St,New York ,NY,10004,(212) 480-9010,,
2896,Number One Restaurant Inc,10 S William St,New York ,NY,10004,(212) 952-0890,http://no1chineserestaurantsouthwilliam.com,
2897,Houlihan's,50 Broad St,New York ,NY,10004,(212) 483-8310,http://www.houlihans.com,
2898,Delmonico's,56 Beaver St,New York ,NY,10004,(212) 509-1144,http://www.delmonicosrestaurantgroup.com,
2899,Giginos At Wagner Park,20 Battery Pl,New York ,NY,10004,(212) 528-2228,http://www.gigino-wagnerpark.com,
2900,Sophie's Cuban Cuisine,75 New St,New York ,NY,10004,(212) 809-7755,http://www.sophiescuban.com,
2901,Luke's Lobster,26 S William St,New York ,NY,10004,(212) 747-1700,http://www.lukeslobster.com/fidi,
2902,Inatteso Pizzabar Casano,28 West St,New York ,NY,10004,(212) 267-8000,http://www.inattesopizzabar.com,
2903,Robert's Steakhouse,603 W 45th St,New York ,NY,10036,(646) 455-1349,,
2904,S. Dynasty Restaurant,511 Lexington Ave Fl 2,New York ,NY,10017,(347) 394-7011,http://sdynastyny.com,
2905,Sandro's,306 E 81st St,New York ,NY,10028,(646) 863-9143,http://www.sandrosnyc.com,
2906,Staghorn Steakhouse,315 W 36th St,New York ,NY,10018,(347) 321-8628,http://staghornsteakhouse.com,
2907,The Delta Grill,700 9th Ave,New York ,NY,10036,(347) 205-8110,,
2908,The Three Monkeys Bar,238 W 34th St,New York ,NY,10119,(646) 561-9659,,
2909,Strand Restaurant,33 W 37th St,New York ,NY,10018,(646) 736-5765,http://www.thestrandnyc.com,
2910,East Village Pizza & Kebabs,145 1st Ave,New York ,NY,10003,(917) 512-3375,http://eastvillagepizza.net,
2911,Uva Wine Bar & Restaurant,1486 2nd Ave,New York ,NY,10075,(917) 268-8101,http://uvawinebar.com,
2912,Blondies Sports,212 W 79th St,New York ,NY,10024,(646) 755-9307,http://blondiessports.com,
2913,Havana Central,151 W 46th St,New York ,NY,10036,(888) 841-8030,http://havanacentral.reachlocal.com/?scid=1940445,
2914,Havana Central,151 W 46th St,New York ,NY,10036,(888) 841-8030,http://havanacentral.reachlocal.com/?scid=1940445,
2915,Mc Faddens Restaurant & Bar,800 2nd Ave Ste A,New York ,NY,10017,(866) 936-2589,http://www.mcfaddens42.com,
2916,Bobby Van's Steakhouse,25 Broad St,New York ,NY,10004,(212) 344-8463,http://www.bobbyvans.com,
2917,Ancora Restaurant,11 Stone St,New York ,NY,10004,(212) 480-6505,,
2918,All American Water Street Deli,42 Water St,New York ,NY,10004,(212) 509-5007,http://allamericandeli-hub.com,
2919,Underground Pizza,2B S William St,New York ,NY,10004,(212) 425-8770,,
2920,Sho Shaun Hergatt,40 Broad St,New York ,NY,10004,(212) 809-3993,,
2921,Mad Dog & Beans,83 Pearl St,New York ,NY,10004,(212) 269-1177,http://www.maddogandbeans.com,
2922,Fika Espresso Bar,66 Pearl St,New York ,NY,10004,(646) 837-6588,http://www.fikanyc.com,
2923,Pearl Palace of NY,60 Pearl St,New York ,NY,10004,(212) 482-0771,,
2924,Hale & Hearty Soups,55 Broad St Frnt 1,New York ,NY,10004,(212) 509-4100,http://www.haleandhearty.com,
2925,Yorganic,3 Hanover Sq # 4,New York ,NY,10004,(212) 968-9700,http://www.eatyorganic.com,
2926,Cafe Doppio,55 Broad St # 2,New York ,NY,10004,(212) 785-7595,,
2927,Pret A Manger,60 Broad St,New York ,NY,10004,(212) 825-8825,http://www.pret.com,
2928,Ruben's Empanadas,15 Bridge St,New York ,NY,10004,(212) 509-3825,,
2929,Traders Cafe,22 Beaver St,New York ,NY,10004,(212) 482-0619,,
2930,Papaya Lens,4 South St # 204,New York ,NY,10004,(212) 747-9199,http://lenspapaya.com,
2931,Quick Stop Cafe,4 South St,New York ,NY,10004,(212) 943-9700,,
2932,Bendix Diner,17 State St,New York ,NY,10004,(201) 288-0143,,
2933,Evelyn Hill Inc,1 Liberty Is,New York ,NY,10004,(212) 363-3180,http://thestatueofliberty.com,
2934,Andiamo Partners,17 State St Ste 800,New York ,NY,10004,(212) 842-7903,,
2935,Starbucks Coffee,2 Water St,New York ,NY,10004,(212) 785-1082,http://www.starbucks.com,
2936,Plaza News Cafe,4 New York Plz,New York ,NY,10004,(212) 747-0003,,
2937,Abeille Petite,4 New York Plz,New York ,NY,10004,(646) 678-5918,http://www.petiteabeille.com,
2938,Chop't Creative Salad Company,1 New York Plz,New York ,NY,10004,(646) 741-9834,http://choptsalad.com,
2939,Schnippers,1 New York Plz,New York ,NY,10004,(646) 964-5409,http://schnippers.com,
2940,Starbucks Coffee,1 Battery Park Plz,New York ,NY,10004,(212) 482-1180,http://www.starbucks.com/,
2941,Claudia's Coffee Shop,125 Broad St,New York ,NY,10004,(212) 344-5215,,
2942,Mr Soup,1 New York Plz,New York ,NY,10004,(212) 425-3641,http://www.mrsoup.net,
2943,Whitehall Deli,27 Whitehall St,New York ,NY,10004,(212) 344-9680,,
2944,Flavors,27 Whitehall St,New York ,NY,10004,(212) 269-6100,http://www.flavorsnyc.com,
2945,Jemika Enterprices Inc,28 Water St,New York ,NY,10004,(212) 269-3460,,
2946,Carmela's Italian Specialties,30 Water St,New York ,NY,10004,(212) 809-0999,,
2947,Cafe Fonduta Pasta,32 Water St,New York ,NY,10004,(212) 480-6167,,
2948,Lennys Group,32 Water St,New York ,NY,10004,(212) 785-7500,http://www.lennysnyc.com,
2950,Ichi Riki,1 East Main St Rt 119 9A,Elmsford ,NY,10523,(914) 592-2220,http://www.ichirikisushi.com/,
2951,Trelawni Place Seafood Bar,1440 Utica Ave,Brooklyn ,NY,11203,(347) 779-2091,http://www.trelawniplace.com/,
2952,Cobble Stone,620 Anderson Hill Rd,Purchase ,NY,10577,(914) 253-9678,http://www.thecobblestonerestaurant.com,
2953,Full Moon Trattoria,632 Anderson Hill Rd,Purchase ,NY,10577,(914) 481-5811,http://www.fullmoontrattoria.com,
2954,China White,578 Anderson Hill Rd,Purchase ,NY,10577,(914) 437-9700,http://www.chinawhiteusa.com,
2955,Sala's Cobblestone Inc,ANDRSN Hill Rd,Purchase ,NY,10577,(914) 253-9060,,
2956,Purchase Country Market,630 Anderson Hill Rd,Purchase ,NY,10577,(914) 481-4422,,
2957,Purchase Deli,630 Anderson Hill Rd,Purchase ,NY,10577,(914) 481-1732,http://purchase.edu,
2958,Starbucks Coffee,735 Anderson Hill Rd,Purchase ,NY,10577,(914) 251-6988,http://www.starbucks.com,
2959,The Good Table,1 Manhattanville Rd Ste 110,Purchase ,NY,10577,(914) 694-3873,http://the-good-table.com,
2960,Cermele Cafe,2500 Westchester Ave,Purchase ,NY,10577,(914) 251-0757,http://www.cermelescatering.com,
2961,Cermele Cafe,2700 Westchester Ave,Purchase ,NY,10577,(914) 253-9240,http://cermelescatering.com,
2962,Executive Park Cafe,3000 Westchester Ave # 300,Purchase ,NY,10577,(914) 251-1510,,
2963,Mcbee Systems,2900 Westchester Ave,Purchase ,NY,10577,(914) 253-9240,,
2964,Firehouse Cafe,3030 Westchester Ave,Purchase ,NY,10577,(914) 481-1393,,
2965,Persona Cafe,287 Bowman Ave,Purchase ,NY,10577,(914) 251-1588,http://www.thecrystalspoon.com,
2966,Joe's Best Burger Worldwide,287 Bowman Ave Ste 314,Purchase ,NY,10577,(914) 481-4460,,
2967,Henahan Restaurant Group,4 Manhattanville Rd,Purchase ,NY,10577,(914) 694-3922,,
2968,Justin Thyme Cafe,171 Grand St,Croton On Hudson ,NY,10520,(914) 271-0022,http://dinejustinthyme.com,
2969,Trevi Ristorante,11 Taylor Sq,West Harrison ,NY,10604,(914) 949-5810,http://www.treviofharrison.com,
2970,Silver Lake Wines & Liquors,79 Lake St,West Harrison ,NY,10604,(914) 328-2326,https://silverlakepizzawharrison.com,
2971,Nonna's Pizza,52 Lake St,White Plains ,NY,10603,(914) 285-9077,,
2972,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
2973,Olive Garden Italian Restaurant,9025 Xavier Dr,Yonkers ,NY,10704,(914) 222-4631,http://www.olivegarden.com/locations/yonkers/yonkers/700874?cmpid=br:og_ag:ie_ch:dry_ca:OGQ2FY16LOCURL_dt:ong_sn:yp_gt:yonkers-ny-4478_pl:locurl_rd:1001,
2974,97 Sports Cafe & Restaurant,97 Lake St,West Harrison ,NY,10604,(914) 328-1414,http://www.97lake.com,
2975,Bungalow Restaurant,,Croton Falls ,NY,10519,(845) 669-8533,,
2976,Shogun Trading Co Inc,2 Gannett Dr Ste 101,West Harrison ,NY,10604,(914) 640-2800,http://shogunpearl.com,
2977,Atrium Restaurant At Doral Arrowwood,975 Anderson Hill Rd,Rye Brook ,NY,10573,(914) 935-6600,http://doralarrowwood.com,
2978,Great Wall Restaurant,25 Taylor Sq,West Harrison ,NY,10604,(914) 681-5128,http://www.greatwallmenu.com,
2979,Kicho Asian Cuisine,87 Lake St,West Harrison ,NY,10604,(914) 288-1388,http://kichofusion.com,
2980,Pue Bla Inc,8 S Kensico Ave,White Plains ,NY,10601,(914) 684-5958,,
2981,LongHorn Steakhouse,9055 Xavier Dr,Yonkers ,NY,10704,(914) 963-3491,http://www.longhornsteakhouse.com/locations/ny/yonkers/yonkers/5514,
2982,Azteca Paradise Restaurant,210 Saw Mill River Rd,Elmsford ,NY,10523,(914) 418-4280,http://www.aztecaparadiseny.com,
2983,Famous Famiglia Pizzeria,48 Mamaroneck Ave,White Plains ,NY,10601,(914) 618-5246,http://www.famousfamigliawp.com/,
2984,Arturo's Ristorante Italiano,24604 Jericho Tpke,Floral Park ,NY,11001,(516) 331-5449,http://arturorestaurant.com/,
2985,Sahara Restaurant,2337 Coney Island Ave,Brooklyn ,NY,11223,(718) 717-8561,http://www.saharanewyork.com,
2986,Crowne Plaza Southbury Hotel,,,,,(203) 598-7600,http://www.crowneplaza.com/southbury,
2987,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
2988,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
2989,King 's Pizzeria & Restaurant,2212 Victory Blvd,Staten Island ,NY,10314,(347) 625-1017,http://www.kingspizzasi.com,
2990,Seven's Turkish Grill,158 W 72nd St,New York ,NY,10023,(212) 724-4700,http://www.seventurkishgrill.com,
2992,Latens Restaurant,11908 Merrick Blvd,Jamaica ,NY,11434,(718) 527-0339,http://www.latensplace.com,
2993,Burkes Restaurant and Bar,645 Bronx River Rd,Yonkers ,NY,10704,(888) 515-5223,http://burkesbar.com,
2994,Ichi Riki,1 East Main St Rt 119 9A,Elmsford ,NY,10523,(914) 592-2220,http://www.ichirikisushi.com/,
2995,Trelawni Place Seafood Bar,1440 Utica Ave,Brooklyn ,NY,11203,(347) 779-2091,http://www.trelawniplace.com/,
2996,Cobble Stone,620 Anderson Hill Rd,Purchase ,NY,10577,(914) 253-9678,http://www.thecobblestonerestaurant.com,
2997,Full Moon Trattoria,632 Anderson Hill Rd,Purchase ,NY,10577,(914) 481-5811,http://www.fullmoontrattoria.com,
2998,Executive Park Cafe,3000 Westchester Ave # 300,Purchase ,NY,10577,(914) 251-1510,,
2999,Mcbee Systems,2900 Westchester Ave,Purchase ,NY,10577,(914) 253-9240,,
3000,Persona Cafe,287 Bowman Ave,Purchase ,NY,10577,(914) 251-1588,http://www.thecrystalspoon.com,
3001,Joe's Best Burger Worldwide,287 Bowman Ave Ste 314,Purchase ,NY,10577,(914) 481-4460,,
3002,Cermele Cafe,2500 Westchester Ave,Purchase ,NY,10577,(914) 251-0757,http://www.cermelescatering.com,
3003,The Good Table,1 Manhattanville Rd Ste 110,Purchase ,NY,10577,(914) 694-3873,http://the-good-table.com,
3004,Cermele Cafe,2700 Westchester Ave,Purchase ,NY,10577,(914) 253-9240,http://cermelescatering.com,
3005,Purchase Deli,630 Anderson Hill Rd,Purchase ,NY,10577,(914) 481-1732,http://purchase.edu,
3006,China White,578 Anderson Hill Rd,Purchase ,NY,10577,(914) 437-9700,http://www.chinawhiteusa.com,
3007,Starbucks Coffee,735 Anderson Hill Rd,Purchase ,NY,10577,(914) 251-6988,http://www.starbucks.com,
3008,Sala's Cobblestone Inc,ANDRSN Hill Rd,Purchase ,NY,10577,(914) 253-9060,,
3009,Purchase Country Market,630 Anderson Hill Rd,Purchase ,NY,10577,(914) 481-4422,,
3010,Firehouse Cafe,3030 Westchester Ave,Purchase ,NY,10577,(914) 481-1393,,
3011,Henahan Restaurant Group,4 Manhattanville Rd,Purchase ,NY,10577,(914) 694-3922,,
3012,Aquario Restaurant,141 Lake St,West Harrison ,NY,10604,(914) 287-0220,http://www.aquariony.com,
3013,Trevi Ristorante,11 Taylor Sq,West Harrison ,NY,10604,(914) 949-5810,http://www.treviofharrison.com,
3014,Nonna's Pizza,52 Lake St,White Plains ,NY,10603,(914) 285-9077,,
3015,Westchester Burger Co,106 Westchester Ave,White Plains ,NY,10601,(914) 358-9399,http://www.westchesterburger.com,
3016,Great Wall Restaurant,25 Taylor Sq,West Harrison ,NY,10604,(914) 681-5128,http://www.greatwallmenu.com,
3017,Marketplace Cafe - Nordstrom The Westchester,135 Westchester Ave,White Plains ,NY,10601,(914) 946-1122,http://shop.nordstrom.com/c/nordstrom-restaurants,
3018,Atrium Restaurant At Doral Arrowwood,975 Anderson Hill Rd,Rye Brook ,NY,10573,(914) 935-6600,http://doralarrowwood.com,
3019,Belle Fair Gourmet,20 Bellefair Blvd,Port Chester ,NY,10573,(914) 939-2371,http://www.bellefair.org,
3020,Puedla Corner Deli,49 Lake St,White Plains ,NY,10604,(914) 358-4766,,
3021,P Dc Cafe,1000 Westchester Ave,White Plains ,NY,10610,(914) 694-6500,,
3022,Provare,975 Anderson Hill Rd,Rye Brook ,NY,10573,(914) 935-6620,,
3023,97 Sports Cafe & Restaurant,97 Lake St,West Harrison ,NY,10604,(914) 328-1414,http://www.97lake.com,
3024,Shogun Trading Co Inc,2 Gannett Dr Ste 101,West Harrison ,NY,10604,(914) 640-2800,http://shogunpearl.com,
3025,Pue Bla Inc,8 S Kensico Ave,White Plains ,NY,10601,(914) 684-5958,,
